1.0 -0.3821374709742371 -0.998765924487017 -0.9987659405297419 -0.9985054313570979 -0.9975318884638184 -0.9967692000412421 -0.9988080711936645 -1.0 -0.9187855558461757 -0.9987671782876772 -0.9985872961486415 -0.9975331212855307 || 3.957602673491821E-6
1.0 -0.3821374709742371 -0.9987659331254073 -0.9987659417637976 -0.9985338022992063 -0.9975318884638184 -0.9960890107148743 -0.9992428006574803 -1.0 -0.9041768036635167 -0.9987671782876772 -0.9985872961486415 -0.9975331212855307 || 3.056179775280899E-5
1.0 -0.3821374718270544 -0.7122411111192812 -0.9241360921169172 -0.9984445158953137 -0.9976812462319997 -0.9960397422699455 -0.9992742925261784 -1.0 -0.9274757777543775 -0.9981373174565502 -0.9969364182980954 -0.9962505449104366 || 0.00530895648805342
1.0 -0.3821374718270544 -0.8477057945938273 -0.9580656138554756 -0.9984334525853459 -0.9976133435473743 -0.995547526785981 -0.9995888829589973 -1.0 -0.9253815851146352 -0.9981254112864922 -0.9968840696523807 -0.9962000831359924 || 0.014738386308068459
1.0 -0.3821374709742371 -0.19618616298927294 -0.7746078735349522 -0.9984212761580488 -0.9979804948847463 -0.9975318884638184 -0.9983206129949898 -1.0 -0.9586899831631601 -0.9975331225195865 0.23467269354822684 0.23528982385890096 || -1.3051470588235294E-16
0.5961157809040534 -0.4923003734750254 -0.8416617735057359 -0.9713082709112106 -0.9778407291879678 -0.9769290286821782 -0.941769689773921 -1.0 -0.9788594690063324 1.0 -0.9777974421381695 -0.9774788071587597 -0.976816405385854 || 1.3878294943647223E-4
1.0 -0.37920794476492625 -0.1161362474007317 -0.8791290661001043 -0.9943676527695908 -0.9935289460021837 -0.9840433253830411 -1.0 -0.9957608708614419 -0.7963180669716143 -0.9941431637003729 -0.9934672988788246 -0.9927351843359202 || 0.026950060180746246
1.0 -0.37933805114915176 -0.9839672777172096 -0.9940169616716354 -0.9946373236626395 -0.9934874343454039 -0.9845256825750262 -1.0 -0.9959491441569671 0.0840062498845533 -0.9940221071137612 -0.9925623717843309 -0.9918882646773951 || 7.766000040487924E-5
1.0 -0.36128728180204417 -0.6099751276965918 -0.9590661515117266 -0.968581270377154 -0.9674172950542359 -0.9176040778956529 -1.0 -0.9698290660515905 0.9699892196475501 -0.9685159477987858 -0.9681315346833982 -0.9672919723068973 || 5.950030527752814E-4
0.010193331809100759 -0.65264447768688 -0.9350138812586972 -0.9477474422067793 -0.9483364136030443 -0.9477731467947288 -0.8666464637313052 -1.0 -0.9489555566567646 1.0 -0.9483543096966829 -0.948220775211549 -0.9477623353975732 || 0.004976000840665981
-0.43829908900467485 -0.8255342301635229 -0.9912836367323434 -0.997091576648733 -0.998236406210142 -0.9979524446188426 -0.995088358814052 -1.0 -0.9986415285825482 1.0 -0.9982369874106974 -0.9981006279411813 -0.9978791939870314 || 0.01587132857983908
0.4809206157554311 -0.41553695915904953 -0.3990019267968382 -0.8083644825050542 -0.8154699373475865 -0.814697455465944 -0.5255326846578123 -1.0 -0.8162840310190873 1.0 -0.8154795262766182 -0.8153319039938047 -0.8146790940275477 || 2.9654775491888834E-7
