1619.6723 499.676343 295.068994 7.855163 0.026621 0.984279 41.967988 -25.823066 -1.0 1594.981 0.080365 0.39664 1.087388 0.999 || 9.59147692582099E-4
1619.6723 499.676343 132.732042 44.09263 0.332193 0.911758 2.838727 -0.81432 -1.0 80.208 0.715527 2.987425 3.515267 0.999 || 0.2556502302463618
1619.6723 499.676343 27.766903 2.906121 0.104661 0.994184 7.946438 -4.07882 -1.0 162.833 0.478247 1.355699 1.916617 0.999 || 0.010525451872433759
1619.6723 499.676343 20.28115 3.482909 0.171731 0.99303 9.276794 -4.929092 -1.0 5779.649 0.17005 0.564441 1.204892 0.999 || 0.12485118074180676
1619.6723 499.676343 122.409501 32.98095 0.269431 0.933995 2.608001 -0.666856 -0.999999 59.466 0.519048 1.524952 2.079211 0.999 || 3.9642367714087356E-4
1619.6723 499.676343 232.181431 60.475268 0.260466 0.878971 2.209141 -0.411932 -0.999999 57.769 0.5094 1.482532 2.03832 0.999 || 1.6611294590388895E-5
1619.6723 499.676343 713.30565 93.711719 0.131377 0.812455 8.515323 -4.442412 -0.999996 160.959 0.313675 0.862516 1.457035 0.999 || 0.06447193945204921
1619.6723 499.676343 520.334509 8.894347 0.017094 0.9822 362.252363 -230.526916 -1.0 2268.188 0.005114 0.189547 1.00514 0.999 || 2.809116892491684E-8
1619.6723 499.676343 158.902852 48.15173 0.303026 0.903634 2.952137 -0.886804 -1.0 82.297 0.841152 5.780901 6.29531 0.999 || 0.2122973401514251
1619.6723 499.676343 1.6E-5 3.0E-6 0.211103 1.0 1.618034 -0.034137 -1.0 64.811 -0.001 0.144765 0.999001 -Infinity || 7.99219496874406E-7
1619.6723 499.676343 489.009861 141.624098 0.289614 0.716568 3.020404 -0.930435 -1.0 77.137 0.492803 1.413134 1.971619 0.999 || 0.9660661918726435
1619.6723 499.676343 8.729045 0.568895 0.065173 0.998861 8.275631 -4.289217 -1.0 875.903 0.564717 1.749994 2.297356 0.999 || 6.415300386659679E-5
